city,neighborhood,house type,house_area,garden_area,rooms,balconies,air_condition,parking,protected_room,elevator,renovated,furniture,accessibility,bars,storage,price
ירושלים,גילה,יחידת דיור,40,20.0,1.5,1,0,1,0,0,0,1,0,1,0,2500
קרית אונו,פסגת אונו,דירה,130,0.0,5.0,1,1,1,1,1,1,0,1,0,1,8700
בית ברל,אין,סאבלט,25,0.0,1.0,0,1,1,0,0,0,1,0,0,0,2000
פרדס חנה כרכור,אין,דירה,120,0.0,4.0,2,1,1,0,1,0,0,0,0,1,5300
ירושלים,גילה,דירה,45,0.0,2.0,1,1,0,1,1,0,0,0,0,0,3700
קרית ביאליק,דרום,דירת גן,100,0.0,3.0,0,1,0,0,0,0,0,0,0,1,3500
באר שבע,שכונה ג,דירה,90,0.0,3.0,1,1,1,1,1,1,1,0,0,1,3500
באר שבע,רמות,דירה,120,0.0,4.0,1,1,1,1,1,1,0,1,1,0,3700
תל אביב יפו,הגוש הגדול,סאבלט,100,0.0,4.0,1,1,1,1,1,1,1,1,0,0,18000
פתח תקווה,תקומה,גג/פנטהאוז,50,0.0,2.0,1,1,0,0,1,0,1,0,0,0,3500
אשקלון,נווה דקלים,דירה,92,0.0,3.0,1,1,1,1,1,0,0,0,0,0,3950
חיפה,הדר הכרמל,דירה,60,0.0,2.5,2,1,0,0,0,1,0,0,0,0,3000
הרצליה,הרצליה פיתוח,דירה,60,0.0,2.5,0,1,0,0,0,0,1,0,0,0,5900
אילת,"נווה מדבר, יעלים",יחידת דיור,88,60.0,1.0,0,1,0,0,0,1,1,0,0,0,2900
קדימה צורן,אין,בית פרטי/קוטג,170,0.0,6.0,0,1,1,1,0,0,0,0,0,0,9000
תל אביב יפו,התקווה,דירה,65,0.0,3.0,1,1,0,0,0,0,0,0,0,0,5300
תדהר,אין,יחידת דיור,90,100.0,3.0,1,1,1,1,0,1,1,1,1,0,3300
חיפה,רוממה,דירה,100,0.0,4.0,0,1,0,0,1,1,0,1,1,1,4300
הרצליה,הרצליה הצעירה,דירה,80,0.0,4.0,0,1,0,0,0,0,0,0,0,1,6700
באר שבע,שכונה ד,דירה,64,0.0,3.0,0,1,1,0,0,1,1,0,1,0,2000
ראשון לציון,מישור הנוף,דירה,120,0.0,4.0,2,1,1,1,1,0,0,0,0,0,6800
אשקלון,נווה דקלים,יחידת דיור,75,0.0,2.0,1,1,1,1,0,0,1,0,0,0,3600
אשדוד,רובע א,דירה,120,0.0,4.0,1,1,1,1,0,1,0,0,0,0,5000
כפר סבא,אין,דירה,108,0.0,4.0,1,1,0,0,0,1,0,0,0,0,4500
פרדס חנה כרכור,אין,דירת גן,130,50.0,3.0,1,1,1,1,0,0,0,1,0,1,5400
ראשון לציון,אברמוביץ',דירה,40,0.0,2.0,0,1,0,0,0,1,0,0,1,0,3400
בת ים,בית אליעזר,דירה,55,0.0,2.5,2,1,0,0,0,0,0,0,0,0,3800
באר שבע,שכונה ו,דירה,97,0.0,4.5,1,1,0,0,1,0,1,1,1,0,3000
ראש העין,פסגות אפק,דירה,137,0.0,5.0,1,1,1,1,1,0,0,1,0,0,7200
חריש,אין,גג/פנטהאוז,200,0.0,5.0,2,1,1,1,1,0,0,0,0,1,0
תל אביב יפו,יפו ד,דירה,53,0.0,2.5,0,1,0,0,0,1,1,0,0,1,3900
שוהם,יובלים,דירה,110,0.0,4.0,1,1,1,1,1,0,1,0,0,0,7000
גבעתיים,ארלוזרוב,דירה,64,0.0,2.0,0,1,0,0,0,1,1,0,0,0,3600
רחובות,מילר;מלצר,דירה,83,0.0,3.5,0,1,1,0,0,0,0,0,0,0,4300
נהריה,נוה אלון (עמידר),דירת גן,90,50.0,2.0,1,1,1,0,0,1,1,1,1,0,3000
כפר סבא,אין,דירה,127,0.0,4.0,0,1,0,0,0,1,0,0,1,0,7000
רחובות,אפריים;סלע,דירה,93,0.0,4.0,1,1,1,1,1,1,0,0,0,0,6000
טללים,אין,יחידת דיור,78,0.0,2.0,1,1,1,0,0,1,0,0,0,0,2300
בת ים,אין,דירה,100,0.0,4.0,0,1,0,0,1,1,0,0,0,0,6500
ראש העין,אין,דירה,134,0.0,5.0,1,1,1,1,1,0,0,1,0,1,6500
באר שבע,רמות,בית פרטי/קוטג,350,500.0,4.0,2,1,1,1,0,0,0,0,1,1,6500
תל אביב יפו,הצפון החדש החלק הדרומי,דירה,95,0.0,3.0,2,1,0,0,0,0,0,0,1,0,6400
נופים,אין,דירת גן,357,180.0,5.0,1,1,1,1,0,0,0,0,0,0,0
חולון,קריית שרת,דירת גן,50,0.0,2.0,0,1,0,0,0,0,0,1,1,0,3950
רמת גן,רמת אפעל,דירה,120,0.0,5.0,1,1,1,1,1,0,0,0,0,0,0
רמת גן,אין,דירה,60,0.0,3.0,0,1,0,0,0,1,1,0,0,0,5000
נתניה,קרית נורדאו,דופלקס,120,20.0,4.5,1,1,0,0,0,1,1,1,1,1,7500
זכרון יעקב,נווה שרת,דירת גן,100,50.0,2.0,1,1,1,0,0,1,1,1,0,0,4500
תל אביב יפו,עג'מי,דירת גן,128,28.0,4.0,0,1,0,1,0,0,0,1,0,0,11000
נס ציונה,אין,יחידת דיור,22,15.0,1.0,0,1,0,0,0,1,1,0,1,0,2500
פורת,אין,בית פרטי/קוטג,220,0.0,7.0,3,1,1,1,0,0,0,0,0,0,9000
תל מונד,אין,מרתף/פרטר,100,0.0,3.0,0,1,0,1,0,0,0,0,1,0,4000
בת ים,אין,דירה,70,0.0,3.0,0,1,0,0,0,0,0,0,0,0,3850
יבנה,נווה אילן,דו משפחתי,162,100.0,3.0,3,1,1,0,0,1,1,0,0,1,6000
חיפה,הדר הכרמל,דירה,44,0.0,2.0,1,1,0,0,0,1,1,0,0,0,2600
רמלה,רמת דן;גבעת הדר,דירה,85,0.0,3.0,1,0,1,1,1,1,0,0,0,0,4800
טירת כרמל,אין,דירה,75,0.0,3.0,0,1,0,0,0,1,0,0,0,0,3300
אשקלון,מרינה,דירה,120,0.0,4.0,1,1,1,1,1,1,0,1,0,1,5500
אשקלון,מרינה,דירה,120,0.0,4.0,1,1,1,1,1,1,0,1,0,1,5500
אור יהודה,שיכון ממשלתי,דו משפחתי,268,100.0,5.0,4,1,1,0,0,0,0,0,1,1,7500
חולון,שכונת עם,דירה,60,0.0,3.0,0,1,0,0,0,1,0,0,0,0,4000
תל אביב יפו,כוכב הצפון,סאבלט,137,0.0,4.0,1,1,1,1,1,1,1,1,1,0,16000
אשקלון,ברנע ב,דירה,140,12.0,5.0,1,1,1,1,1,0,0,0,0,1,5700
גדרה,אין,יחידת דיור,45,0.0,2.0,1,1,0,0,0,1,1,0,0,0,2300
כפר סבא,תקומה,דירת גן,180,100.0,4.0,0,1,0,0,0,1,0,0,1,0,7000
בית שמש,מרכז העיר,יחידת דיור,35,0.0,2.0,0,1,0,0,0,1,0,0,0,0,2700
באר שבע,שכונה ט,דירה,128,0.0,4.5,1,1,1,1,1,0,1,1,0,0,4500
מודיעין מכבים רעות,מכבים,סאבלט,46,0.0,2.0,1,1,1,0,0,1,1,0,0,0,4500
חצור הגלילית,אין,דירה,72,0.0,3.0,0,1,1,0,0,0,0,0,0,0,2150
קרית מוצקין,מוצקין הצעירה ונווה גנים,דירה,119,0.0,4.0,1,1,1,1,1,1,0,1,0,0,5200
לוד,אין,דירה,64,0.0,3.0,0,1,1,0,1,1,0,0,1,0,3800
ירושלים,תלפיות מזרח,דירה,85,0.0,5.0,1,0,1,0,0,0,0,0,0,0,5200
לוד,רסקו,דירה,69,0.0,3.0,0,1,1,0,0,0,0,0,1,0,3000
רמלה,רמת דן;גבעת הדר,דירה,75,0.0,3.0,1,1,1,1,1,0,0,0,0,0,4500
ירושלים,גילה,דירה,78,0.0,4.0,1,1,1,0,0,1,0,0,1,0,5200
אשקלון,כרמי ציון,דירה,108,0.0,4.0,1,1,1,1,1,0,0,1,0,0,4500
מעלה אדומים,המיצדים,דירה,50,0.0,2.0,1,1,0,0,0,0,0,0,1,0,0
פתח תקווה,מרכז העיר דרום,דירה,75,0.0,3.5,0,0,0,0,0,0,1,0,0,0,4000
כפר סבא,מעוז,יחידת דיור,50,15.0,1.5,0,1,0,1,0,0,1,0,0,0,3300
חדרה,בית אליעזר,דירה,75,0.0,3.0,1,1,1,0,0,0,0,0,0,1,3900
אילת,שחמון,דירה,74,0.0,3.0,0,1,1,1,1,0,0,1,0,0,4499
רמת גן,אזור הבילויים,דירה,78,0.0,3.5,1,1,0,1,1,1,0,1,0,0,6200
ראשון לציון,שיכוני המזרח,דירה,78,0.0,3.0,1,1,1,1,1,1,0,1,0,0,5800
רמת השרון,אין,סטודיו/לופט,28,0.0,1.0,0,1,0,0,0,1,1,0,0,0,3000
ראשון לציון,קדמת ראשון,דירה,102,0.0,5.0,1,1,1,0,1,1,1,1,1,0,6200
נתניה,מרכז העיר,תיירות ונופש,32,0.0,1.0,0,1,0,0,1,1,1,0,0,0,400
אשקלון,נווה ההדרים,דירה,90,0.0,4.0,0,0,1,0,0,0,0,0,0,1,3500
חריש,אין,דירה,108,12.0,4.0,1,1,1,1,1,0,0,1,0,1,3650
גן יבנה,אין,יחידת דיור,60,0.0,3.0,0,1,0,1,0,1,0,0,1,0,4000
נתניה,רמת ידין,דירה,140,12.0,5.0,1,1,1,1,1,0,0,0,0,0,8000
תל אביב יפו,הצפון הישן החלק הדרום מזרחי,דירה,95,0.0,1.0,2,1,0,0,0,0,0,0,0,0,9200
חיפה,הוד הכרמל,יחידת דיור,100000,0.0,2.5,0,1,1,0,0,1,0,0,1,0,3500
מודיעין מכבים רעות,אין,דירה,83,0.0,3.0,1,1,1,1,1,0,0,0,0,1,5100
קרית ים,קרית ים ד,דירה,90,0.0,4.0,0,1,0,0,0,0,0,1,1,1,3000
גני תקווה,ישמח משה,דירה,120,0.0,4.0,0,1,0,0,1,0,1,0,1,0,4250
קרית אונו,קרית אונו הותיקה,דירה,120,0.0,4.0,1,1,1,0,1,1,0,0,0,0,6000
חפץ חיים,אין,דירה,80,15.0,3.0,0,1,0,0,0,0,1,1,1,0,4900
עשרת,אין,בית פרטי/קוטג,500,0.0,7.0,3,1,1,1,0,0,0,0,0,1,0
תל אביב יפו,צפון יפו,דירה,45,0.0,2.5,1,1,0,1,0,1,1,0,1,0,5500
מזכרת בתיה,אין,יחידת דיור,70,0.0,2.0,1,1,1,1,0,1,0,0,0,0,3700
ראשון לציון,"רמב""ם",דירה,90,0.0,4.0,0,1,1,0,0,1,1,0,0,0,5600
כפר סבא,אין,דירה,120,0.0,4.0,1,1,1,0,1,0,0,1,0,0,7900
ירושלים,פסגת זאב מערב,דירה,70,0.0,3.0,1,0,1,1,1,0,0,0,0,0,4200
באר שבע,רמות,דירה,120,0.0,4.0,1,0,1,0,0,0,0,0,0,0,3700
אור עקיבא,אין,דירה,120,0.0,4.0,1,1,1,0,1,0,0,0,0,1,0
הוד השרון,אין,דירת גן,50,0.0,3.0,0,1,0,0,0,1,0,0,0,0,5000
רעננה,אין,בית פרטי/קוטג,220,200.0,8.0,0,1,1,1,0,0,0,0,0,0,14500
גבעתיים,שיינקין,דירת גן,50,10.0,2.0,0,1,0,0,0,1,0,0,0,0,5400
תל אביב יפו,רמת הטייסים,דירה,60,0.0,1.0,0,1,1,0,0,1,1,0,1,0,5500
תל אביב יפו,תל חיים,דירה,30,0.0,1.5,0,1,0,0,0,0,0,0,1,0,4200
קדימה צורן,אין,דירה,120,0.0,4.0,1,1,1,1,1,0,0,0,1,1,7500
תל אביב יפו,נחלת יצחק,דירה,100,0.0,4.0,1,1,1,1,1,1,1,1,0,0,11500
חיפה,קריית שמואל,דירה,40,0.0,2.0,0,1,0,0,0,0,1,0,1,0,1950
הרצליה,נוה עמל,בית פרטי/קוטג,350,230.0,4.5,0,1,0,0,0,1,0,0,1,0,9500
יבנה,נאות בגין,גג/פנטהאוז,140,0.0,5.5,2,1,1,1,1,1,0,1,0,0,7000
ראשון לציון,נווה דקלים,מרתף/פרטר,45,0.0,2.0,0,1,1,0,0,1,1,0,1,0,3500
לוד,רסקו,דירה,75,0.0,3.5,0,1,0,0,0,0,0,0,0,0,3500
ירושלים,בקעה,דירה,1,0.0,3.0,0,1,0,0,0,0,1,0,0,0,5200
עכו,הכרם ב,דירה,120,0.0,4.0,1,1,1,1,1,0,1,0,1,1,4000
גני תקווה,גבעת סביון,דירה,162,12.0,4.0,1,1,1,0,1,1,1,0,0,0,8200
גבעתיים,סיטי,דירה,125,0.0,5.0,1,0,1,1,1,0,0,0,0,1,10500
קרית עקרון,אין,יחידת דיור,1,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0
ירוחם,אין,דירה,60,0.0,3.0,0,1,0,0,0,1,0,0,0,0,2000
תל אביב יפו,יד אליהו,דירה,67,0.0,3.0,0,1,0,0,0,0,0,0,1,0,5000
תל אביב יפו,עזרא,דירה,110,12.0,4.0,1,1,1,1,1,1,0,1,0,0,7500
אשקלון,מרינה,דירה,55,0.0,2.0,1,1,1,1,1,1,1,1,0,0,5500
גני תקווה,נוף סביון,דירה,60,0.0,1.0,1,1,0,0,0,1,1,0,1,0,3000
תל אביב יפו,הצפון הישן החלק הצפוני,דירה,71,7.0,2.0,1,1,0,0,0,0,1,0,0,0,6800
נתניה,אגמים,דירה,145,20.0,5.0,1,1,1,0,1,0,0,1,0,0,7300
פתח תקווה,נווה גן,דירה,125,0.0,5.0,2,1,1,1,1,0,0,0,1,1,7800
קרית שמונה,אין,דירה,80,0.0,3.0,1,1,0,1,0,1,1,0,0,0,2400
כפר יונה,אין,יחידת דיור,60,0.0,2.0,1,1,0,0,0,0,0,0,0,0,0
הרצליה,הרצליה ב',יחידת דיור,75,0.0,2.0,0,0,0,0,0,0,0,0,0,0,5950
אשדוד,רובע ג,דירה,65,0.0,2.0,0,1,0,0,0,1,0,0,1,0,2000
אשקלון,מרינה,דירה,47,0.0,2.0,1,1,1,0,1,1,1,1,0,0,2900
באר שבע,אין,דירת גן,255,120.0,6.0,2,1,1,1,1,0,0,1,0,1,5100
בית חורון,אין,דירת גן,50,25.0,2.0,2,1,1,0,0,0,1,1,0,0,2800
פתח תקווה,מרכז העיר צפון,דירה,93,0.0,3.5,0,1,1,0,1,0,0,1,0,1,4500
הוד השרון,מגדיאל,יחידת דיור,20,0.0,1.0,0,1,0,0,0,1,1,0,0,0,0
קרית ים,קרית ים ג,דירה,1,0.0,2.0,0,1,0,0,0,1,0,0,0,0,2000
רמת גן,שכונת הגפן,דירה,62,0.0,3.0,0,1,1,0,0,0,0,0,0,0,5800
אלעד,אין,דירה,90,0.0,3.0,1,1,0,0,1,0,0,0,1,1,4750
ראש פינה,אין,בית פרטי,180,0.0,5.0,1,1,1,1,0,1,0,0,0,1,8000
אבן יהודה,אין,מרתף/פרטר,60,0.0,2.5,0,1,0,0,0,0,0,0,0,0,3900
רמת גן,רמת חן,דירה,50,0.0,3.0,0,1,0,0,0,0,0,0,0,0,4800
רעננה,אין,דופלקס,120,0.0,3.0,1,1,1,0,0,0,0,0,1,0,6000
נתניה,מרכז העיר,דירה,115,0.0,5.0,1,1,1,1,1,1,0,0,0,0,6000
ראשון לציון,נחלת יהודה,יחידת דיור,40,0.0,2.0,0,1,1,0,0,1,1,0,0,0,4000
ירושלים,בית וגן,יחידת דיור,38,0.0,2.0,0,1,0,0,0,1,1,0,1,0,4300
גינתון,אין,יחידת דיור,100,40.0,2.0,1,1,1,0,0,0,0,1,1,1,3600
חיפה,קרית חיים מזרחית,דירה,58,0.0,3.0,1,1,0,0,0,1,1,0,0,0,3000
קרית עקרון,אין,יחידת דיור,40,0.0,2.0,1,0,1,0,0,0,0,0,0,0,0
תל אביב יפו,רמת אביב,דירה,75,0.0,3.0,0,1,0,0,1,0,0,0,0,0,7500
בית חנן,אין,דירת גן,20,5.0,1.0,1,0,1,0,0,0,0,0,0,0,3000
חצור הגלילית,אין,דירה,150,0.0,5.0,1,1,1,1,0,0,0,0,0,0,4700
ירושלים,הר נוף,יחידת דיור,17,0.0,1.0,0,1,0,0,0,1,1,0,1,0,1950
תל אביב יפו,גבעת הרצל,דירה,79,11.0,2.0,1,0,1,0,1,0,1,1,0,0,7500
הרצליה,נווה עובד,דירה,128,0.0,4.0,2,1,1,0,1,1,0,1,1,1,7900
שוהם,אין,דירה,108,0.0,3.0,0,1,1,0,1,0,1,1,1,1,6300
עלי זהב,אין,דירה,122,0.0,4.0,1,1,1,1,1,0,1,1,0,0,4200
אליפלט,אין,דירת גן,100,30.0,2.5,2,1,1,0,0,0,0,0,0,0,2500
בית שמש,אין,דירה,104,13.0,3.0,2,1,1,1,1,1,0,0,1,1,4500
הרצליה,מרכז,דירה,160,0.0,5.0,0,1,0,0,1,0,0,0,0,0,7500
אשקלון,אפרידר,דירה,65,0.0,2.5,0,1,1,0,0,1,1,0,1,0,2900
קרית אונו,אין,דירה,109,0.0,5.0,1,1,1,1,1,1,1,1,1,1,6900
רמת גן,רמת חן,בית פרטי/קוטג,190,100.0,3.0,0,1,0,0,0,0,0,0,1,0,9000
רמלה,וייצמן,בניין מגורים,1,0.0,0.0,0,1,0,0,0,0,0,0,1,0,3400
אשתאול,אין,דירת גן,45,0.0,2.0,0,1,1,0,0,1,1,0,0,0,3150
נהריה,מרכז העיר,דירה,126,0.0,5.0,1,1,1,1,1,0,0,0,0,0,4900
בת ים,צפון מערב,דירה,110,0.0,4.0,1,1,0,0,0,1,0,0,0,0,6300
רחובות,אושיות,דירה,70,0.0,3.0,0,1,0,0,0,1,1,0,1,0,3800
תל אביב יפו,רמת החייל,דירת גן,330,150.0,6.0,2,1,1,1,1,0,1,1,0,1,17000
ראשון לציון,נווה אליהו,דירה,65,0.0,3.0,0,1,0,0,0,0,1,0,0,0,3500
חריש,אין,דירה,128,0.0,5.0,1,1,1,1,1,0,0,0,0,0,3900
באר שבע,שכונה ג,דירה,43,0.0,2.0,0,1,1,0,0,1,0,1,0,0,1500
אשדוד,רובע ג,יחידת דיור,50,0.0,2.0,1,1,0,0,0,1,0,0,1,0,3200
ראשון לציון,נווה דקלים,יחידת דיור,40,0.0,2.0,0,1,1,0,0,1,1,0,0,0,3700
אילת,צאלים,דירה,95,0.0,3.5,0,1,0,0,1,0,0,1,0,0,4500
באר שבע,שכונה ב,דירה,76,0.0,1.0,1,1,1,0,0,1,1,0,0,0,2700
גבעתיים,בורוכוב,דירה,107,0.0,4.0,0,1,1,0,0,0,1,0,0,0,8000
חדרה,ברנדייס,יחידת דיור,50,0.0,2.0,1,1,0,0,0,1,1,0,0,0,3000
הרצליה,נוה אמירים,דירת גן,80,30.0,2.0,0,1,1,0,0,1,0,0,0,0,5000
תל אביב יפו,הצפון החדש החלק הצפוני,דירה,65,0.0,3.0,0,1,0,0,1,0,0,1,0,0,7000
דימונה,אין,דירה,75,0.0,3.5,1,1,0,0,0,0,1,0,0,0,2000
אחיסמך,אין,דירה,84,0.0,3.0,1,1,0,1,1,0,0,1,0,0,3900
באר שבע,שכונה ו,דירה,35,0.0,2.0,0,1,1,0,0,1,1,0,0,0,2600
כפר יונה,אין,יחידת דיור,75,0.0,2.5,0,1,0,1,0,1,1,0,0,1,3900
רחובות,שכונת יחד,דירה,125,0.0,5.0,1,1,1,1,1,1,0,1,1,1,7000
באר שבע,שכונה ט,דירה,72,0.0,3.0,0,1,0,0,0,0,0,0,0,0,2400
חדרה,בית אליעזר,דירה,80,0.0,3.0,0,1,1,0,0,1,0,0,0,1,3200
ראשון לציון,השומר,יחידת דיור,65,25.0,1.0,1,1,0,0,0,0,1,0,0,0,3000
רמלה,רמת דן;גבעת הדר,דירה,147,17.0,5.0,1,1,1,1,1,0,0,1,0,1,6250
תל אביב יפו,הצפון החדש סביבת ככר המדינה,דירה,46,0.0,2.0,0,1,0,0,0,0,0,0,0,0,5000
פתח תקווה,מחנה יהודה,גג/פנטהאוז,35,0.0,2.0,2,1,0,0,0,1,1,0,0,0,4200
חיפה,נוה פז,דירה,110,0.0,5.0,1,1,1,1,1,1,0,1,0,1,4550
חולון,קרית עבודה,דירה,80,0.0,4.0,0,1,0,0,1,0,0,1,0,0,5000
קדר,אין,יחידת דיור,70,0.0,2.0,1,1,1,0,0,0,1,0,0,0,2400
רחובות,נווה יהודה,דירה,38,0.0,2.0,0,1,0,0,0,0,1,0,0,0,3400
רמת גן,מרכז העיר ג',דירה,60,0.0,3.0,1,1,0,1,1,0,0,0,0,0,6400
קרית מוצקין,משכנות אומנים (כורדני),דירה,120,0.0,4.0,1,1,1,0,1,1,0,1,0,1,4500
תל מונד,אין,דירה,60,0.0,3.0,0,1,0,0,0,0,1,0,1,0,4200
אשקלון,מרינה,דירה,120,0.0,4.0,1,1,1,1,1,0,0,1,0,1,5500
נהריה,מרכז העיר,דירה,54,0.0,2.0,0,1,0,0,1,1,1,0,1,0,3220
חדרה,גבעת אולגה,דירה,40,0.0,2.5,0,1,0,0,0,1,0,0,0,0,3300
אבן יהודה,אין,יחידת דיור,60,30.0,2.0,0,1,1,0,0,1,0,0,1,1,4000
רמת השרון,מורשה,יחידת דיור,30,0.0,1.0,0,1,0,1,0,1,0,0,0,0,3100
תל אביב יפו,התקווה,דירה,103,35.0,3.0,0,1,0,0,0,1,1,1,1,1,5500
בת ים,בית וגן,דירה,80,0.0,3.0,0,1,0,0,0,0,1,0,0,0,4250
תל אביב יפו,נוה גולן,דירה,80,0.0,3.0,2,1,0,1,1,0,0,0,0,0,6800
שערי תקווה,אין,יחידת דיור,1,30.0,3.0,0,1,1,0,0,0,0,0,0,0,3800
נהריה,"גבעת כצנלסון, גבעת שרת וקרית עשור",דירה,30,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1700
רמת גן,מרכז העיר ב',סטודיו/לופט,40,0.0,1.0,0,1,0,0,0,1,0,0,0,0,3500
באר שבע,שכונה ד,דירת גן,70,0.0,1.5,0,1,0,0,0,0,0,0,1,0,1900
נשר,תל חנן,יחידת דיור,50,0.0,3.0,0,1,0,0,0,1,1,0,1,0,2600
חדרה,מרכז העיר,דירה,50,0.0,2.5,1,1,1,0,0,1,0,0,0,1,2999
רמת גן,מרכז העיר ג',דירה,100,0.0,3.5,0,1,0,0,0,1,1,0,0,0,7000
בני ברק,גבעת סוקולוב,דירה,90,0.0,4.5,0,1,0,0,1,1,0,0,1,0,5800
אשקלון,נווה אלונים,דירה,75,0.0,3.0,0,1,0,0,0,0,0,0,0,0,2900
חיפה,חליסה,דירת גן,68,65.0,3.0,1,1,0,0,0,1,0,0,1,0,3100
כפר יונה,אין,דירת גן,70,25.0,2.0,0,1,0,0,0,1,1,1,0,0,3500
בני ברק,גבעת סוקולוב,דירה,100,0.0,3.0,2,1,0,0,0,1,0,0,1,0,5000
מבשרת ציון,אין,יחידת דיור,55,15.0,2.0,1,0,0,0,0,0,0,0,0,0,4500
בני ברק,הר שלום,דירה,50,0.0,2.0,0,1,0,0,0,1,1,0,0,0,5000
תל אביב יפו,התקווה,דירה,32,0.0,2.0,0,1,0,0,0,1,1,0,0,0,3600
רחובות,אושיות,דירה,110,0.0,4.0,1,1,1,0,0,0,1,0,1,0,4700
באר שבע,שכונה ב,דירה,110,0.0,3.0,1,1,1,1,1,0,1,0,0,0,3200
תל אביב יפו,הקריה,דירה,97,0.0,3.5,1,1,0,0,1,1,0,0,0,0,9000
גבעת זאב,אין,תיירות ונופש,55,0.0,1.0,0,1,1,0,1,1,1,0,0,0,0
תל אביב יפו,לב תל אביב החלק הצפוני,דירה,60,0.0,2.5,0,1,0,0,0,1,0,1,1,0,7200
ראשון לציון,רביבים,דירה,65,0.0,3.5,1,0,1,0,0,1,0,0,0,0,4500
חיפה,רמת הדר,דירה,100,7.0,4.0,1,1,1,1,1,1,1,1,0,0,4300
באר שבע,אין,דירה,134,14.0,4.0,1,1,1,1,1,1,0,1,0,1,3650
רמת גן,שיכון מזרחי,דירה,105,0.0,4.0,1,1,1,1,1,0,0,0,0,0,7400
בת ים,רמת הנשיא,דירה,55,0.0,2.5,0,0,1,0,0,0,0,0,0,0,3900
גבעת זאב,אין,דירה,40,0.0,1.0,1,1,0,0,0,1,0,0,0,0,2400
תל אביב יפו,הצפון החדש סביבת ככר המדינה,דירה,90,0.0,3.0,0,1,0,0,0,1,1,0,0,1,7500
ירושלים,"תלפיות, ארנונה",דירה,90,0.0,4.5,1,1,1,1,0,0,0,0,0,0,6000
חדרה,"רמב""ם",דירה,80,0.0,3.5,0,1,1,0,1,0,0,0,1,0,4300
אשקלון,האגמים,דירה,100,0.0,4.0,0,1,0,1,1,1,1,1,1,1,4500
חריש,אין,דירה,112,0.0,4.0,1,1,1,1,1,0,0,1,0,1,3500
חיפה,אחוזה,דירה,70,0.0,3.0,1,1,0,0,0,0,0,0,0,1,3500
בני ברק,אין,דירה,100,0.0,3.5,2,1,1,0,0,0,1,0,1,0,6100
הוד השרון,רמת מנחם,דירה,144,0.0,5.0,2,1,1,1,1,0,0,0,0,0,8300
בת ים,צפון מערב,דירה,40,0.0,3.0,0,1,0,0,0,1,0,0,1,0,0
ירושלים,מחנה יהודה,בית פרטי/קוטג,150,0.0,4.0,1,0,0,0,0,0,0,0,0,0,8000
אזור תעשייה אכזיב מילואות,אין,דירה,119,0.0,4.0,0,1,0,1,1,0,0,1,0,1,4500
פתח תקווה,תקומה,יחידת דיור,65,0.0,1.0,1,1,1,0,0,0,0,0,0,0,3300
יבנה,נאות אשכול,דירה,45,0.0,2.0,1,1,1,0,0,1,1,0,0,0,3800
תל אביב יפו,הדר יוסף,דירה,70,0.0,3.0,0,1,1,0,1,1,0,0,0,0,7500
באר יעקב,אין,דירה,145,0.0,5.0,1,1,1,1,1,1,0,1,0,1,6550
באר שבע,העיר העתיקה ורסקו,גג/פנטהאוז,242,0.0,5.0,2,1,1,1,1,0,0,0,0,0,6000
באר שבע,שכונה ה,דירה,70,0.0,3.0,1,1,0,0,0,0,1,0,0,0,2700
קדימה צורן,אין,דירה,106,0.0,4.0,0,1,0,0,0,1,1,0,0,1,6500
נתיבות,אין,דירה,130,0.0,4.0,1,1,1,1,1,1,0,1,0,1,3500
ראשון לציון,השומר,דירה,127,18.0,4.0,1,1,1,1,1,0,0,1,0,0,7200
מעלה אדומים,נופי סלע,דירה,140,0.0,4.0,1,1,1,1,1,1,0,1,0,1,6500
רמת גן,תל יהודה,דירה,40,0.0,2.0,1,1,1,0,0,1,1,0,0,0,4350
נתניה,מרכז העיר,בית פרטי/קוטג,500,0.0,9.0,3,1,1,1,0,0,1,0,0,1,15000
אשקלון,נווה דקלים,דירה,94,0.0,3.0,1,1,1,1,1,1,0,0,0,1,4000
חיפה,רמת בן גוריון,דירה,85,0.0,3.5,0,0,0,0,0,0,0,0,0,0,3500
חניתה,אין,דירת גן,245,150.0,4.0,0,1,0,1,0,0,1,0,0,0,4000
ראשון לציון,"רמב""ם",דירה,65,0.0,3.0,0,1,1,0,1,0,0,1,0,0,5000
רחובות,אפריים;סלע,דירה,104,0.0,4.0,1,1,1,1,1,1,0,0,0,1,6000
קרית גת,הפרחים,דירה,92,0.0,3.0,1,1,1,1,1,0,0,1,0,0,3800
רמת גן,אין,דירת גן,100,25.0,1.0,1,1,1,0,1,1,1,1,0,0,8500
פתח תקווה,אם המושבות,דירה,123,0.0,5.0,1,1,1,1,1,0,0,0,0,1,5650
כפר יונה,אין,דירה,150,0.0,5.0,1,1,1,1,1,0,0,0,1,0,6200
קרית ביאליק,צור שלום,דירה,70,0.0,3.0,0,1,0,0,0,0,1,0,0,0,2400
תל אביב יפו,פלורנטין,גג/פנטהאוז,165,30.0,5.5,2,1,1,1,1,1,1,0,0,0,14800
ירושלים,גילה,דירה,60,0.0,3.0,0,0,1,0,0,1,0,0,1,0,4400
